search_term,bls_n,bls_women,search_n,search_women,bls_p_women,search_p_women,Answer.typeofpeople,Answer.howmany,multiple_onegender,image_gender,image_url,source_url,order,search_provider
pharmacist,286000,153582,78,45,0.537,0.576923077,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=VvghBEIej7y7XM:&imgrefurl=http://www.nonofficejobs.com/Pharmacist.htm&docid=aCJCA9AOq9JQ_M&imgurl=http://www.nonofficejobs.com/picts/Pharmacist.jpg&w=270&h=404&ei=FvX2UcOROqPiiwKO24CwBg&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
primary school teacher,2838000,2310132,78,56,0.814,0.717948718,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=LdkYQky6nbPlkM:&imgrefurl=http://www.dreamstime.com/royalty-free-stock-images-primary-school-teacher-helping-boy-learn-numbers-image6081119&docid=-JR-0NfTEqZCMM&imgurl=http://thumbs.dreamstime.com/z/primary-school-teacher-helping-boy-learn-numbers-6081119.jpg&w=800&h=534&ei=Z-72UbfJKub6igL83YDgAw&zoom=1&ved=1t:3588,r:13,s:0,i:120",13,google
receptionist,1237000,1131855,81,78,0.915,0.962962963,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=OKWWeP_lf20vVM:&imgrefurl=http://www.castlehedinghamsurgery.co.uk/aboutus.html&docid=OBuhesNO9Y2uoM&imgurl=http://www.castlehedinghamsurgery.co.uk/Images/receptionist2.jpg&w=1527&h=1501&ei=qR33UdzSF-OZiQLnrID4AQ&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
roofer,196000,2940,74,0,0.015,0,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=dYfTkQOUPcOZQM:&imgrefurl=http://agooddayswork.com/2010/09/11/hello-world/roofer/&docid=Uoak8MkMSwd1fM&imgurl=http://agooddayswork.com/wp-content/uploads/2010/09/roofer.jpg&w=849&h=565&ei=tyL3UfmPKIreigLn14CoBw&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
security guard,903000,167055,95,5,0.185,0.052631579,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=D7p2AMS20vdu-M:&imgrefurl=http://www.opintoluotsi.fi/en-GB/career_stories/security_guard&docid=hRyvD404XAb6LM&imgurl=http://www.opintoluotsi.fi/File/394f8394-3117-4809-9430-830760d349aa/Security%252Bguard%252BTartu.jpg&w=1056&h=1332&ei=7Pv2UZmcKeGaiALr0oHADQ&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
software developer,1084000,213548,81,12,0.197,0.148148148,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=FAhRdD2JPPVFAM:&imgrefurl=http://www.cnmeonline.com/insight/9-key-career-issues-for-the-software-developer/&docid=NsuPc5Fknuy3MM&imgurl=http://www.cnmeonline.com/wp-content/uploads/2012/09/software_development.jpg&w=847&h=567&ei=lND2UemQFqOtigLA2YH4Bw&zoom=1&ved=1t:3588,r:13,s:0,i:128",13,google
special ed teacher,366000,315492,86,67,0.862,0.779069767,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=gC2-3m0r8qCgeM:&imgrefurl=http://specialedpost.com/2012/11/26/california-may-face-a-shortage-of-special-education-teachers/&docid=ByZE8HRN9ZnDAM&imgurl=http://specialedpost.com/wp-content/uploads/2012/11/gemd_01_img0018.jpg&w=476&h=308&ei=lu_2UeT4N4mdiQKQ1ICICg&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
technical writer,58000,32190,40,14,0.555,0.35,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=NAMBK51c0FN5JM:&imgrefurl=http://www.maketick.com/e-learning/qualities-a-technical-writer-needs-to-have.php&docid=PYrDrjy3N3P04M&imgurl=http://www.maketick.com/blogs-img/wp-content/uploads/2011/03/Writing-Hard-Work.jpg&w=249&h=175&ei=q_L2UYWOJoeUiQKKz4CgDQ&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
telemarketer,97000,48791,90,58,0.503,0.644444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=RjNxX9xqYhKIFM:&imgrefurl=http://pinnaclelists.com/best-telemarketing-tactics-some-great-ideas-to-stop-the-calls/&docid=r6HuaMU5YjPnwM&imgurl=http://pinnaclelists.com/wp-content/uploads/2013/02/Best-Telemarketing-Tactics-Some-great-ideas-to-stop-the-calls.jpg&w=300&h=349&ei=4xv3UY-ACKerigL3soGYBg&zoom=1&ved=1t:3588,r:13,s:0,i:129",13,google
truck driver,3201000,172854,72,5,0.054,0.069444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/13.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Q7CslecgX9RW0M:&imgrefurl=http://oculusrift-blog.com/oculus-drifting-euro-truck-simulator-2/1171/&docid=ZX-J6ol-aA4M5M&imgurl=http://oculusrift-blog.com/wp-content/uploads/2013/05/15396723-handsome-truck-driver.jpg&w=1200&h=801&ei=ZCf3UfLKMsaQigLD-oHQCA&zoom=1&ved=1t:3588,r:13,s:0,i:128",13,google
administrative assistant,2904000,2767512,78,72,0.953,0.923076923,woman,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=pD45jbe75LfPvM:&imgrefurl=http://www.wisegeek.com/what-is-an-executive-administrative-assistant.htm&docid=W8gdKH2ZbphU4M&imgurl=http://images.wisegeek.com/executive-assistant.jpg&w=1000&h=672&ei=Ih_3UYP7DuKaiAL18oHIBg&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
announcer,50000,11800,86,18,0.236,0.209302326,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Csz9oy_Qkp5LIM:&imgrefurl=http://www.clipartguide.com/_pages/0511-0810-3119-1760.html&docid=cvDsVBfETVbFNM&imgurl=http://www.clipartguide.com/_named_clipart_images/0511-0810-3119-1760_Cartoon_of_a_Radio_Announcer_in_the_Studio_clipart_image.jpg&w=328&h=350&ei=2PD2UZG8BOmciAKDl4GwBw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
bartender,412000,246788,94,22,0.599,0.234042553,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ZLpoxceu0XwbrM:&imgrefurl=http://commons.wikimedia.org/wiki/File:Bartender_at_Luke.jpg&docid=rXPFj_ZBzyVQmM&imgurl=http://upload.wikimedia.org/wikipedia/commons/b/b1/Bartender_at_Luke.jpg&w=2048&h=1991&ei=gv32UdrYJ8iWiALjt4DoCA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
biologist,101000,50601,65,23,0.501,0.353846154,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=o7fzLQeySnccXM:&imgrefurl=http://www.wolftracker.com/winterstudy/carcass1.htm&docid=Yz7Ced7nBQR7pM&imgurl=http://www.wolftracker.com/winterstudy/Biologist%252520with%252520Elk.jpg&w=428&h=288&ei=qNL2UaL_Iu3figK7poCIAg&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
building inspector,118000,9204,59,4,0.078,0.06779661,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=JsAbGYJVVsfoSM:&imgrefurl=http://www.istockphoto.com/stock-illustration-19456193-building-inspector.php&docid=clnbgqTRcgR-DM&imgurl=http://i.istockimg.com/file_thumbview_approve/19456193/2/stock-illustration-19456193-building-inspector.jpg&w=293&h=380&ei=aCP3UYqYFMixiwKk_YCgBw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
bus driver,558000,253890,48,9,0.455,0.1875,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=QZhjgID4FNy3PM:&imgrefurl=http://www.nypost.com/p/news/local/queens/queens_absent_driver_rescues_year_A7DK9jgscaHEcSonFqr7hJ&docid=f9t8AJX1h0cQaM&imgurl=http://www.nypost.com/rw/nypost/2010/10/22/news/photos_stories/queens_bus_driver--300x300.jpg&w=300&h=300&ei=-ib3UZqRAcWfiALahYG4CA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
butcher,311000,71530,63,5,0.23,0.079365079,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=GbrehaAOvy7ZHM:&imgrefurl=http://www.istockphoto.com/stock-illustration-14074893-butcher.php&docid=7wrGm1CQ_-CH4M&imgurl=http://i.istockimg.com/file_thumbview_approve/14074893/2/stock-illustration-14074893-butcher.jpg&w=361&h=380&ei=ViT3UaCFHrHZigK134HwAw&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
chef,403000,86645,91,22,0.215,0.241758242,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=a3h5jjfz3Z75mM:&imgrefurl=http://chefklausbierstube.com/&docid=rhcg7m_VAtLi_M&imgurl=http://chefklausbierstube.com/images/chef2229a4.gif&w=906&h=2250&ei=wvz2UbaoNq3biwL-l4GoCg&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
chemist,105000,46410,77,41,0.442,0.532467532,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=CMHhRtmCfH9NeM:&imgrefurl=http://www.nairaland.com/915637/chemist-chemistrical-sorry-chemical-engineer&docid=yknQvQ5Cb856eM&imgurl=http://img1.nairaland.com/attachments/682194_female-chemist-with-flask_jpg63284e8ca534de7ea310c621786d051f&w=724&h=483&ei=g-v2UdnVFur6igKKjICYBg&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=9L7j0w8hVY9MwM:&imgrefurl=http://www.forbes.com/pictures/ehed45lik/david-munro-south-african-chief-executive-officer-corporate-and-investment-banking-standard-bank-group/&docid=n33Ut0fusJG9tM&imgurl=http://specials-images.forbes.com/imageserve/03IX1E7eeC4nN/0x600.jpg%253Ffit%253Dscale%2526background%253D000000&w=600&h=600&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=NMAJ8mi-VrYCOM:&imgrefurl=http://learnthat.com/2010/12/career-guide-for-child-care-workers/&docid=g7IvmBeBWTnjkM&imgurl=http://launch.learnthat.com/files/2010/12/child-care-worker1.jpg&w=500&h=333&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:14,s:0,i:125",14,google
construction worker,1387000,40223,88,11,0.029,0.125,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=rFpBYrjEUmEGnM:&imgrefurl=http://www.123rf.com/photo_16037805_female-construction-worker-using-her-laptop.html&docid=KIB-wFkjqrWk1M&imgurl=http://us.123rf.com/400wm/400/400/auremar/auremar1210/auremar121005401/16037805-female-construction-worker-using-her-laptop.jpg&w=801&h=1200&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
custodian,2205000,654885,64,10,0.297,0.15625,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=nc1N-uzMSVF0qM:&imgrefurl=http://blogs.sacbee.com/the_state_worker/2008/11/&docid=ffrjv96LH3ZeuM&imgurl=http://www.sacbee.com/static/weblogs/the_state_worker/081111%252520custodian.jpg&w=512&h=372&ei=fBX3Ub2jJ-WriAKmuIGwAw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
customer service representative,1956000,1326168,80,55,0.678,0.6875,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=v4sQops8QzN2JM:&imgrefurl=http://www.dreamstime.com/royalty-free-stock-photo-customer-service-representative-image23521045&docid=rmAzCI7NGyMJhM&imgurl=http://thumbs.dreamstime.com/z/customer-service-representative-23521045.jpg&w=600&h=900&ei=Mx33Ud-xAYPTiwLcz4DICw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
doctor,911000,312473,83,25,0.343,0.301204819,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=FD86Rj1ij-Kd-M:&imgrefurl=http://justasmallblog.blogspot.com/2012/08/i-want-to-be-doctor-when-i-grow-up.html&docid=ZP1rOC2E6lLJEM&imgurl=http://3.bp.blogspot.com/-yC86gsMWvrE/UCOGrCRym8I/AAAAAAAAADg/75g10ya4vig/s320/Doctor%252BFool.png&w=414&h=584&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
electrician,692000,12456,75,3,0.018,0.04,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=E8LMPi-ZbqufzM:&imgrefurl=http://ultimategutterguard.com/siding-company-atlanta/questions-to-ask-before-hiring-an-electrician/&docid=PpocuNVmsdtHnM&imgurl=http://ultimategutterguard.com/wp-content/uploads/2013/01/electrician.jpg&w=363&h=375&ei=OSH3Uf2TN4iTiQLOu4DoAQ&zoom=1&ved=1t:3588,r:14,s:0,i:123",14,google
engineer,359000,47388,71,11,0.132,0.154929577,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=1NoNo606yGu9KM:&imgrefurl=http://www.clker.com/clipart-engineer-with-plans.html&docid=_oYHhiIJsUtrQM&imgurl=http://www.clker.com/cliparts/J/c/r/2/w/w/engineer-with-plans-hi.png&w=450&h=596&ei=ANL2UefUGOKaiQKBvIGYAg&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
garbage collector,106000,6996,35,2,0.066,0.057142857,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=6P9ZozJtZVLnYM:&imgrefurl=http://www.bookworld.com.au/book/garbage-collector-pb/8567005/&docid=EfRel3LdToxyMM&imgurl=https://images.bookworld.com.au/images/bau/97814425/9781442512573/0/0/plain/garbage-collector-pb.jpg&w=1200&h=1651&ei=bSn3UZ7RGsr0iQL85oCwBw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
housekeeper,1457000,1283617,82,76,0.881,0.926829268,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=5Gv8-8LjMTPqQM:&imgrefurl=http://www.johnnyvelvet.com/characters.htm&docid=CTMfx_iUGkv1KM&imgurl=http://www.johnnyvelvet.com/images/characters/anita_mann_house_keeper.jpg&w=561&h=900&ei=5RX3UbSdFsybjALYjoD4Cw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
insurance sales agent,540000,238140,84,40,0.441,0.476190476,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=Mnm37ODILcRJmM:&imgrefurl=http://www.dankitajimainsuranceagency.com/about/&docid=dHNcn0kVwEGguM&imgurl=http://www.dankitajimainsuranceagency.com/wp-content/uploads/2013/05/Janet-Lisa-Diaz-Licensed-Insurance-Sales-Agent-300x300.jpg&w=300&h=300&ei=Jhr3Uc6JEsj1igKq_4GwCQ&zoom=1&ved=1t:3588,r:14,s:0,i:129",14,google
lab tech,319000,232232,86,56,0.728,0.651162791,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=wMItRg8se8mYYM:&imgrefurl=http://www.dreamstime.com/stock-image-lab-tech-image17809781&docid=RteHk9R_Dtoa4M&imgurl=http://thumbs.dreamstime.com/z/lab-tech-17809781.jpg&w=598&h=900&ei=wPf2UbCkCYjviQLUk4HoCA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
librarian,181000,157108,65,62,0.868,0.953846154,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=sRuRg9pYaa-SbM:&imgrefurl=http://cabaretdeldiavolo.deviantart.com/art/Pamela-Anderson-as-Librarian-174821857&docid=4IdyiJ4tCt4H_M&imgurl=http://fc05.deviantart.net/fs70/f/2010/222/1/5/Pamela_Anderson_as_Librarian_by_CABARETdelDIAVOLO.jpg&w=750&h=600&ei=C_D2UfOAOIGiiQL5jYH4CA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
mail carrier,318000,119886,73,21,0.377,0.287671233,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=FkIdQPiA20EpwM:&imgrefurl=http://articles.baltimoresun.com/2013-02-09/news/bs-md-mail-carrier-20130209_1_mail-carriers-delivery-of-first-class-mail-postal-service&docid=oBeld90IXl6HNM&imgurl=http://www.baltimoresun.com/media/photo/2013-02/74359620.jpg&w=600&h=353&ei=mB73UbGzL4miiQKtuoD4Aw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
nurse,2875000,2604750,89,86,0.906,0.966292135,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=-AXfomUK4NyjcM:&imgrefurl=http://a-nurse.net/critical-care-nurse-an-advanced-career-option/&docid=Hs4KFuISNqHBaM&imgurl=http://a-nurse.net/wp-content/uploads/nurse3332.jpg&w=1570&h=2356&ei=_fb2UYywBeSQiAKv1oCIDw&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
nurse practitioner,103000,88683,78,66,0.861,0.846153846,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=N6hs_rPhYRmIrM:&imgrefurl=http://www.classesandcareers.com/online-degrees_nursing/courses_nurse-practitioner&docid=hZNZFng8kKI1GM&imgurl=http://c1777572.r72.cf0.rackcdn.com/nurse_practitioner.jpg&w=315&h=249&ei=Vff2UdjYI8GviQKi1oFA&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
optician,54000,32184,70,48,0.596,0.685714286,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=rE6drIXDqm8fTM:&imgrefurl=http://gallery.hd.org/_c/medicine/optician-eye-testing-1-AJHD.jpg.html&docid=50FoKAkQncYavM&imgurl=http://gallery.hd.org/_exhibits/medicine/optician-eye-testing-1-AJHD.jpg&w=631&h=825&ei=T_n2UcilH8OjiALWlYGYBw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
pharmacist,286000,153582,78,45,0.537,0.576923077,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=97SvyGkSEiQiSM:&imgrefurl=http://www.istockphoto.com/stock-photo-1461589-female-pharmacist-in-pharmacy.php&docid=2Nmn_IWK0Z0qMM&imgurl=http://i.istockimg.com/file_thumbview_approve/1461589/2/stock-photo-1461589-female-pharmacist-in-pharmacy.jpg&w=380&h=257&ei=FvX2UcOROqPiiwKO24CwBg&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
plumber,534000,6942,85,4,0.013,0.047058824,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=8CaLBZ3t7D8L8M:&imgrefurl=http://www.plumber-medford-oregon.com/why-hire-a-professional-plumber/attachment/plumber-jtl&docid=LwfH9m-Un8gZrM&imgurl=http://www.plumber-medford-oregon.com/wp-content/uploads/2011/12/Plumber-JTL.jpg&w=591&h=722&ei=RiL3UfHiIIm4igLK_4CICA&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
primary school teacher,2838000,2310132,78,56,0.814,0.717948718,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ggS5aQ8n09PmmM:&imgrefurl=http://www.istockphoto.com/stock-photo-9852266-teacher-helping-primary-school-children-education-teaching.php&docid=DRT4VfcKtxG0WM&imgurl=http://i.istockimg.com/file_thumbview_approve/9852266/2/stock-photo-9852266-teacher-helping-primary-school-children-education-teaching.jpg&w=380&h=253&ei=Z-72UbfJKub6igL83YDgAw&zoom=1&ved=1t:3588,r:14,s:0,i:123",14,google
roofer,196000,2940,74,0,0.015,0,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=pd42h2WykSRmzM:&imgrefurl=http://www.roofer911.com/roofing-articles/roofers.htm&docid=aG7G2IP-a7FH-M&imgurl=http://www.roofer911.com/custFiles/Image/Roofer_eve.jpg&w=300&h=240&ei=tyL3UfmPKIreigLn14CoBw&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
security guard,903000,167055,95,5,0.185,0.052631579,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=1KNU-6Esnaa90M:&imgrefurl=http://sacrag.com/arts/6131/are-you-a-no-bs-security-guard&docid=dIJuxwrJG-0KYM&imgurl=http://www.entertainmentwallpaper.com/images/desktops/movie/paul_blart_mall_cop01.jpg&w=1280&h=1024&ei=7Pv2UZmcKeGaiALr0oHADQ&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
software developer,1084000,213548,81,12,0.197,0.148148148,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=DA6Q3vadgmrpJM:&imgrefurl=http://money.cnn.com/magazines/moneymag/best-jobs/2011/fast-growing-jobs/1.html&docid=Hs7v4MFWUx5iZM&imgurl=http://i2.cdn.turner.com/money/.element/img/1.0/sections/mag/moneymag/bestjobs/2011/gallery-fastest/software-development-engineer-fast-growing.ju.jpg&w=340&h=255&ei=lND2UemQFqOtigLA2YH4Bw&zoom=1&ved=1t:3588,r:14,s:0,i:131",14,google
special ed teacher,366000,315492,86,67,0.862,0.779069767,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/14.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=jBmrVdZ2Zi2WFM:&imgrefurl=http://work.chron.com/special-ed-teacher-certification-12656.html&docid=V63wB5sNBeg4TM&imgurl=http://work.chron.com/DM-Resize/photos.demandstudios.com/getty/article/41/47/89649191.jpg%253Fw%253D600%2526h%253D600%2526keep_ratio%253D1&w=600&h=399&ei=lu_2UeT4N4mdiQKQ1ICICg&zoom=1&ved=1t:3588,r:14,s:0,i:132",14,google
